simulacion_id,pm_reassign,pm_cooperations,pm_take_chance,problems_count,cooperation_prob,completed_tasks,total_tasks,workers_number,resting_rate,collab_rate,pm_risky,workers_friendship,workers_motivation,workers_lazzyness,workers_psolv,time
138,1,3,32,38,0.7918142040482141,50,50,8,0.8636853448275862,0.0,-0.2467025862068966,0.3826008039726059,119.69935344827586,0.5887384092019907,62.06755778336624,1850
139,0,0,18,17,0.986451633604467,50,50,8,0.8205128205128205,0.0,-0.07596153846153846,0.3826008039726059,118.69871794871794,0.5887384092019907,63.54602940622184,660
140,1,0,46,7,0.7103106306129333,50,50,8,0.8773148148148148,0.0,0.11407407407407366,0.3826008039726059,120.28587962962963,0.5887384092019907,63.704328203770665,840
141,0,0,38,1,0.7709038336782151,50,50,8,0.8137755102040817,0.0,0.4407142857142854,0.38260080397260593,118.79081632653062,0.5887384092019907,63.704328203770665,480
142,0,0,16,0,0.0397926259004167,50,50,8,0.8639705882352942,0.0,-0.07382352941176472,0.3826008039726059,120.1158088235294,0.5887384092019907,63.704328203770665,670
143,0,0,14,0,0.8953827999629088,50,50,8,0.7392857142857143,0.0,0.08299999999999998,0.3826008039726059,117.45714285714286,0.5887384092019907,63.704328203770665,340
144,0,0,27,2,0.9367606720280162,50,50,8,0.7861111111111111,0.0,0.19066666666666668,0.38260080397260593,118.71666666666667,0.5887384092019907,63.75577820377066,440
145,0,0,37,0,0.8434546845053795,50,50,8,0.775,0.0,0.4523749999999997,0.3826008039726059,118.284375,0.5887384092019907,63.86970320377067,390
146,3,0,48,35,0.1816743047119825,50,50,8,0.8029279279279279,0.0,0.1992792792792789,0.3826008039726059,118.375,0.5887384092019907,65.54539404823262,1030
147,6,1,29,40,0.30699693913730247,50,50,8,0.7355263157894737,0.0,-0.025105263157894735,0.3826008039726059,116.32236842105263,0.5887384092019907,69.52511071326543,870
148,5,9,32,37,0.334312273879123,50,50,8,0.8209745762711864,0.0,-0.05508474576271187,0.3826008039726058,118.5582627118644,0.5887384092019906,72.48693231182432,1050
149,2,5,22,35,0.6333110969084924,49,50,8,0.7641752577319587,0.001288659793814433,-0.0388659793814433,0.3826008039726059,117.41494845360825,0.5887384092019907,75.12349860304907,870
150,4,7,77,45,0.40141676532344867,49,50,8,0.7633495145631068,0.0048543689320388345,0.38092233009708715,0.3826008039726059,116.93932038834951,0.5887384092019907,77.30537240099902,950
151,2,1,54,56,0.6517870485894707,50,50,5,0.5491803278688525,0.0,0.14717213114754063,0.5794634917530439,113.22950819672131,0.3229723066352834,94.58354221311475,1090
152,3,11,51,117,0.06259641072936736,46,50,5,0.8314,0.0024000000000000002,-0.3293750000000001,0.5794634917530439,120.9856,0.3229723066352834,111.74149249967252,3140
153,0,0,39,52,0.7297872980165621,49,50,5,0.46851851851851856,0.0,0.021759259259259242,0.5794634917530439,111.1648148148148,0.3229723066352835,117.83816908745754,1070
154,2,5,25,62,0.46975731215261646,48,50,5,0.5025210084033613,0.0067226890756302525,-0.07970588235294117,0.5794634917530439,111.30924369747899,0.3229723066352834,136.67938518747775,1140
155,0,0,54,58,0.952693759466313,48,50,5,0.49107142857142866,0.0,0.12749999999999959,0.5794634917530439,111.96071428571429,0.3229723066352834,150.67095586686665,1010
156,0,0,28,1,0.8633635724114738,50,50,5,0.5794871794871795,0.0,0.4280769230769228,0.5794634917530439,116.3076923076923,0.3229723066352834,154.96295153948935,380
157,0,0,13,2,0.3593547454933209,50,50,5,0.6139534883720931,0.0,-0.05883720930232559,0.5794634917530439,116.79069767441861,0.3229723066352834,156.3350441379009,420
158,0,0,16,2,0.907515788959306,50,50,5,0.5297297297297298,0.0,0.0562162162162162,0.5794634917530439,115.56756756756756,0.3229723066352834,156.3350441379009,360
